MT-TF	TrnF,RF00005,TRNF,TRNA,MTTF
KCTD9P1	HsT38306
RNU6-258P	--
RNU6-1057P	--
RNU6-467P	--
UPF3AP2	--
PTP4A1	PTPCAAX1,PRL-1,PRL1,PTP(CAAX1),PTP(CAAXI),HH72
ZNF207	BuGZ,HBuGZ,BUGZ
ZEB2-AS1	ZEB2NAT,ZEB2-AS,ZEB2AS,NONHSAG029467.2,HSALNG0019362,ZEB2-AS1
TIAM2	STEF,TIAM-2,KIAA2016
LINC01412	NONHSAG029468.2,HSALNG0019362,LINC01412
DYTN	--
LPIN1	KIAA0188,Lipin-1,PAP1
CDK2AP2	DOC-1R,P14,DOC1R
CABP2	DFNB93,CaBP2
SLC47A2	MATE2,MATE2-K,FLJ31196,MATE2-B,HMATE-2,MATE2K,MATE-2
SLC1A7	EAAT5,AAAT
GSTP1	FAEES3,GSTP,GST3,GSTP1-1,HEL-S-22,DFN7,PI
MIR6823	Hsa-Mir-6823,MIMAT0027547,MIMAT0027546,MI0022668
UCN2	SRP,URP,UCN-II,UCNI,Urocortin-2,UR
MIR711	Hsa-Mir-711,MIMAT0012734,MI0012488,RF01923
UQCRC1	D3S3191,UQCR1,QCR1,PKNPY
C11orf72	FLJ90834,C11orf72,Lnc-NUDT8-3
NDUFV1	CI-51K,UQOR1,CI-51kD,CI51KD,MC1DN4
CASP8	FLICE,MCH5,MACH,Casp-8,Caspase-8,CAP4,ALPS2B,CASP-8
CNPY2	ZSIG9,HP10390,TMEM4,MSAP
ZNF692	AREBP,Zfp692,FLJ20531,ZFP692
ZSCAN12	KIAA0426,DJ29K1.2,ZNF29K1,ZNF305,ZFP96,ZNF96
DHRS7C	SDR32C2
MEI4	--
TMEM181	KIAA1423,GPR178
TMEM89	--
TVP23C	FAM18B2,MGC8763
SLC26A6	DKFZp586E1422,Pendrin-L1
ZNF184	Kr-ZNF3
GPR6	--
USP49	MGC20741
PAN2	KIAA0710,USP52,HPAN2
UFL1	KIAA0776,NLBP,RCAD,Maxer,MAXER
FHL5	ACT,DJ393D12.2,FLJ33049,FHL-5,1700027G07Rik
RPS7P8	RPS7_4_725
RNU4-70P	--
TYMSP1	--
CLUH	KIAA0664,CLU1
INTS11	RC-68,CPSF73L,CPSF3L,INT11,FLJ20542,RC68,Int11
DOC2GP	--
NUDT8	FLJ41567
ACY3	HCBP1,ACY-3,Aspartoacylase-2,MGC9740,Aminoacylase-3,ASPA2
PRPF40A	FBP11,HIP10,FLAF1,HYPA,NY-REN-6,FBP-11,Prp40,FNBP3,FLJ20585,HIP-10
ALDH3B2	ALDH8
RPL37P2	PSANK1,RPL37_9_1150
UNC93B5	--
OR7E145P	--
FOLR3	FR-G,FR-Gamma,Gamma-HFR,FRgamma,FRÎ³,FRγ
FOXO3B	FKHRL1P1,ZNF286C
IL23A	SGRF,IL23P19,IL-23A,IL-23,P19,IL-23p19,IL-23-A
MIF4GD	SLIP1,AD023,MGC45027,MIFD,HSLIP1
SLC22A6	PAHT,OAT1,ROAT1,HROAT1,HOAT1,HPAHT
MIR6824	Hsa-Mir-6824,MIMAT0027548,MIMAT0027549,MI0022669
CELSR3	CDHF11,MEGF2,FMI1,ADGRC3,HFMI1,EGFL1,KIAA0812,RESDA1,HFmi1
ARL6IP6	MGC33864,PFAAP1,AIP-6,Aip-6,AIP6
STAT2	STAT113,P113,PTORCH3,ISGF-3,IMD44
UBQLN4P2	--
BAHCC1	BAHD2,KIAA1447
CLHC1	C2orf63,FLJ31438
SLC22A8	OAT3,HOAT3
CCDC144A	KIAA0565,FLJ43983
MIR4793	Hsa-Mir-4793,Hsa-MiR-4793-3p,MIMAT0019966,MIMAT0019965,MI0017440
NCKIPSD	AF3P21,SPIN90,WISH,WASLBP,ORF1,DIP1,VIP54,AF3p21,DIP-1,DIP
CDPF1P1	--
MTIF2	IF-2mt,IF-2(Mt),IF2(Mt),IF-2Mt
TUBAP7	--
SLC22A24	NET46,MGC34821
RPL29P22	RPL29_12_1148
SLC22A25	UST6,HIMTP,MGC120420
RNU7-40P	U7.40
APOF	Apo-F,LTIP
APONP	--
PRORSD1P	NCRNA00117,ProXp-Ala,PRDXDD1P,Prdxdd1,Ybakd1,ProX
SLCO1B1	OATP1B1,OATP-C,LST-1,SLC21A6,OATP-2,OATP2,OATPC,LST1,HBLRR
LINC02585	CELSR3-AS1,HSALNG0025866,Lnc-ATRIP-24
CCND2P1	CCND2P
C17orf58	--
IP6K2	IHPK2,InsP6K2,PIUS,PiUS
SLC22A10	OAT5,HOAT5
KRT32	KRTHA2,Ha-2,HKA2,K32,Keratin-32,HHa2,HHA2,HA2
SOCS3	SOCS-3,SSI-3,CIS3,Cish3,SSI3,ATOD4,CIS-3
TRIP12	ULF,KIAA0045,TRIPC,TRIP-12,MRD49
SLC22A9	OAT7,OAT4,UST3,FLJ23666,HOAT4,UST3H,Ust3
IAPP	DAP,Amylin,IAP,AMYLIN
ERBB2	HER2,NEU,HER-2,CD340,NGL,HER-2/Neu,Herstatin,P185erbB2,MLN19,TKR1
PYROXD1	DKFZp762G094,FLJ22028,MFM8
TRIM5	RNF88,TRIM5alpha
ELOCP31	TCEB1P31
RECQL	RecQ1,RecQL1,RECQL1,RECQ1
COL7A1	EBDCT,EBD1,EBR1,NDNC8
GOLT1B	CGI-141,YMR292W,GOT1,HGOT1a,GCT2,GOT1B,GOT1A
HPX	Beta-1B-Glycoprotein,HX
SYNGR2	Cellugyrin,Synaptogyrin-2
SPX	Spexin,NPQ,C12orf39,MGC10946
FGGY	FLJ10986,D-Ribulokinase
YARS2	CGI-04,FLJ13995,Mt-TyrRS,MT-TYRRS,MLASA2,TYRRS,TyrRS
BCAS3	FLJ20128,Rudhira,PHAF2,GAOB1,MAAB
RPL35AP27	RPL35A_14_1227
TRIM3	RNF97,BERP,RNF22,HAC1
MIR4701	Hsa-Mir-4701,Hsa-MiR-4701-3p,MIMAT0019798,MIMAT0019799,MI0017334
ADCY6-DT	NONHSAG011059.2,HSALNG0090878,Lnc-CACNB3-1
CACNB3	CACNLB3,CAB3
ARFIP2	POR1,Arfaptin-2
PRELID1P6	--
RPS4XP5	RPS4P5,RPS4X_1_232
DISC1	C1orf136,KIAA0457,SCZD9
RPL27P6	RPL27_2_233
CSP1	--
HNRNPA1P66	--
MDH1	MDHA,HEL-S-32,MGC:1375,EIEE88,DEE88,MDH-S,MOR2,KAR
DDX23	SNRNP100,U5-100K,PRPF28,Prp28,U5-100KD,U5-100kD
TIMM10B	TIM10B,Tim9b,FXC1,TIMM9B,Tim10b,TIM9B,FxC1
MKRN2	RNF62,HSPC070
RNU6-111P	--
RPSAP28	RPSA_4_242
ALMS1-IT1	NONHSAG028178.2,HSALNG0015964,ALMS1-IT1
NAT8	TSC501,ATase2,GLA,Hcml1,CCNAT,CML1,TSC510
ZMAT3	PAG608,WIG1,WIG-1,MGC10613,FLJ12296
DNHD1	C11orf47,CCDC35,DNHD1L,DHCD1,DKFZp686J0796,FLJ32752,FLJ46184,FLJ35709
ALMS1P1	ALMS1L,ALMS1P
NAT8B	CML2,NAT8BP,Hcml2,ATase1
TPRKB	CGI-121,CGI121,GAMOS5
RND1	ARHS,RHOS,Rho6,RHO6,Rnd1
PIK3CA	PI3K,PI3K-Alpha,P110-Alpha,PI3Kalpha,P110alpha,CLAPO,CLOVE,MCMTC,CWS5,MCAP,MCM
SLFN12	FLJ10260,SLFN3
ADCY6	AC6,KIAA0422,LCCS8
TAOK1	MAP3K16,MARKK,PSK2,KIAA1361,HTAOK1,HKFC-B,TAO1,FLJ14314,PSK-2,KFC-B
DUSP11	PIR1
MPHOSPH9	MPP9,MPP-9
C2orf78	HCG1989538,COG5373,FLJ43987
ABI2	AblBP3,ArgBPIA,SSH3BP2,ABI-2,AIP-1,ABI2B,ArgBP1,ArgBPIB,ARGBPIA,Abi-2,AIP1
TPP1	TPP-1,LPIC,CLN2,SCAR7,TPP-I,GIG1
TEX14	CT113,SPGF23,SGK307
ARPC4	ARC20,P20-Arc,P20-ARC
PIGX	FLJ20522,PIG-X
CDK2AP1	DOC1,P12DOC-1,DORC1,Doc-1,ST19,CDKAP1,DOC-1
GORASP1	GRASP65,GOLPH5,P65,FLJ23443
RNA5SP375	RN5S375
SBNO1	MOP3,Sno,FLJ10701,FLJ10833,MOP-3
GTF3C2-AS1	NONHSAG027321.2,HSALNG0013804
MYO18A	KIAA0216,SP-R210,MysPDZ,MYSPDZ,MAJN,SPR210,CD245
EIF2B4	EIF2Bdelta,EIF-2B,EIF2B,DKFZP586J0119,EIF2BD
SBNO1-AS1	NONHSAG012608.2,HSALNG0094721,Lnc-KMT5A-1
MIR8072	Hsa-Mir-8072,MIMAT0030999,MI0025908
C12orf65	COXPD7,SPG55,FLJ38663,C12orf65
TXNRD3	TRXR3,TGR,TXNRD3NT1,TR2IT1,TR2,TXNRD3IT1,TXNRD3NB
DHX37	KIAA1517,DDX37,Dhr1,MGC4322,MGC2695,NEDBAVC,SRXY11
OR10A4	OR10A4P,JCG5,HP2
FADS2	D6D,SLL0262,FADSD6,TU13,DES6,Delta-6-Desaturase,LLCDL2
HTR1F	HTR1EL,5-HT1F,5-HT-1F,5HT6,MR77
ABHD14B	CIB,MGC15429,HEL-S-299
BRI3BP	KG19,HCCRBP-3,HCCR-2,BNAS1,HCCRBP-1,HCCR-1
THRIL	TCONS_00020260,BRI3BP-AS1,Linc1992,NONHSAG012657.2,HSALNG0094870,BRI3BPAS1,THRIL
AACS	ACSF1,SUR-5,FLJ12389
SNX17	KIAA0064
OSBPL10	ORP-10,ORP10,OSBP9
TRMT112	TRMT11-2,HSPC152,HSPC170,HTrm112,TRM112
CREBZF	ZF,Zhangfei,SMILE
OR4D10	OR4D10P,OST711,OR11-251
NCR3LG1	B7-H6,DKFZp686O24166,B7H6
SDHCP4	--
HTR3B	5-HT3B,5-HT3-B
TLR9	CD289
ZNF513	Zfp513,RP58,FLJ32203,HMFT0656
GLT8D1	AD-017,FLJ14611,MSTP139,GALA4A
SLC30A10	ZnT-10,ZNT8,ZRC1,DKFZp547M236,ZNT10,HMNDYT1,HMDPC
PPM1G	PP2CG,PP2C-Gamma,PP2Cgamma,PP2CGAMMA,PPP2CG,PPM1C
PLA2G2F	SPLA2-IIF,GIIFsPLA2
MFSD2A	SLC59A1,MFSD2,FLJ14490,NLS1,NEDMISBA,MCPH15
ZBTB16	PLZF,ZNF145
GRIN2B	GluN2B,NMDAR2B,NR2B,HNR3,NR3,GluN2B(Alt_5'UTR),EIEE27,DEE27,MRD6
ASIC2	BNaC1,BNC1,MDEG,ASIC2a,HBNaC1,ACCN1,ACCN,Degenerin,BNAC1
FTH1P3	FTHL3,FTHL3P
NRBP1	BCON3,MUDPNP,MADM,NRBP
NUCB2	NEFA,Nucleobindin-2,Prepronesfatin,HEL-S-109
MLX	BHLHd13,TCFL4,MAD7,MXD7,BHLHD13,TF4
KRAS	KRAS1,KRAS2,C-Ki-Ras,RASK2,C-Ki-Ras2,'C-K-RAS,K-Ras4B,C-K-RAS,K-RAS2A,K-RAS2B,K-RAS4A,K-RAS4B,C-K-Ras,KI-RAS,Ki-Ras,K-Ras,CFC2,RALD,NS3,OES,NS
RFC4	RFC37,A1
LLPH	C12orf31,HLLP,MGC14817,CPERP-G
UBE2J2	NCUBE2,NCUBE-2,Ubc6p,PRO2121
LLPH-DT	LLPH-AS1,NONHSAG011568.2,HSALNG0092036,LLPH-DT
TMBIM4	LFG4,GAAP,CGI-119,ZPRO,S1R,Z-Protein
GAS7	KIAA0394,MGC1348,GAS-7
USH1C	Harmonin,NY-CO-37,NY-CO-38,PDZ-73,AIE-75,PDZD7C,PDZ73,DFNB18,PDZ-73/NY-CO-38,Ush1cpst,DFNB18A,PDZ-45,AIE75
KRTCAP3	KCP3,KCP-3
C3orf80	--
OR5K1	HTPCRX10,HSHTPCRX10,OR3-8
OGG1	OGH1,MUTM,HOGG1,HMMH,MMH
RNU6-986P	--
FNDC4	FRCP1,FLJ22362
OLFM3	NOE3,Optimedin,Noelin-3,Olfactomedin-3,OPTIMEDIN,NOELIN3
GCKR	GKRP,FGQTL5
IRAK3	IRAK-M,IRAK-3,ASRT5,IRAKM
IFT172	NPHP17,Osm-1,BBS20,SLB,Wim,KIAA1179,SRTD10,RP71
STAC	STAC1
RBMS1P1	MSSP1,RBMS1P
MIR6502	Hsa-Mir-6502,MIMAT0025460,MIMAT0025461,MI0022214
PDCL3P7	--
OTOG	OTGN,FLJ46346,Mlemp,DFNB18B,MLEMP
RN7SKP166	--
HELB	HDHB,DHB
DCST1	FLJ32785
SPECC1	HCMOGT-1,CYTSB,NSP,Cytospin-B,FLJ36955,NSP5,HCMOGT1
GRIP1	FRASRS3,GRIP-1,GRIP
TMEM207	SRSR846,UNQ846
DPM3	MGC125904,MGC125905,MGC34275,Prostin-1,MDDGB15,MDDGC15,CDG1O
PLSCR5	--
RHOC	ARH9,ARHC,H9,RHOH9
OLFML1	UNQ564,MVAL564
OXTR	OT-R,OTR
FMNL1-DT	NONHSAG021970.2,Lnc-SPATA32-2,HSALNG0116830
PPFIBP2	Cclp1,Liprin-Beta-2
NR1I2	PXR,SXR,ONR1,PAR2,BXR,PAR1,PARq,PAR,PRR,SAR
FMNL1	C17orf1,C17orf1B,FMNL,Formin-Like,FHOD4,KW-13,FRL1
KNG1	BDK,KNG,BK,Kininogen-1,Bradykinin,HMWK,Kininogen,HAE6
RXFP4	GPCR142,RXFPR4,GPR100,RLN3R2
CATSPER4	CatSper4
SLC66A1L	C3orf55,PQLC2L,SLC66A2L
SHISA4	C1orf40,TMEM58,HShisa4
MRPS10P2	MRPS10P3,MRPS10P4
OSBPL9P5	--
ITPR1-DT	ITPR1-AS1,NONHSAG034312.2,HSALNG0023876,ITPR1-DT
OSBPL9P4	--
EGOT	NCRNA00190,EGO,NONHSAG034315.2,HSALNG0023883,HSALNG0023880,EGOT
GRHL3	SOM,TFCP2L4,VWS2
RAB11AP2	--
BHLHE40-AS1	NONHSAG034317.2,HSALNG0023884,BHLHE40-AS1,Lnc-SUMF1-4
SLC11A2	DCT1,DMT1,NRAMP2,DMT-1,AHMIO1
EFCAB15P	--
PHF7	NYD-SP6,HSPC226,HSPC045
MAP3K14-AS1	NONHSAG021978.2,HSALNG0116845,Lnc-FMNL1-6
SPATA32	C17orf46,VAD1.2,TEX34,AEP2,FLJ25414,CTD-2020K17.4
GBP6	DKFZp686G0786,GBP-6
NPPA	ANP,PND,Atriopeptigen,PreproCDD-ANF,PreproANP,ProANF,ProANP,CDD,Prepronatriodilatin,Cardiodilatin,Cardionatrin,Atriopeptin,CDD-ANF,ATRST2,ATFB6,ANF,CDP
NPPB	PreproBNP,Iso-ANP,ProBNP,BNP
SBF1P2	--
RPS17P7	RPS17_1_271
SEMA3G	Sem2,Semaphorin-3G,FLJ00014
RNA5SP443	RN5S443
CLASP1-AS1	NONHSAG029130.2,HSALNG0018443,Lnc-TSN-4
RNU4ATAC	RNU4ATAC1,U4atac,RF00618,U4ATAC,MOPD1,RFMN,TALS,LWS
RNU5E-1	U5E,RNU5E,RF00020
KRT222	KA21,KRT222P,MGC45562,Keratin-222
NIFK-AS1	NONHSAG029132.2,HSALNG0018445,HSALNG0018449,HSALNG0018454,HSALNG0018447,NIFK-AS1
RNU5E-4P	--
KIAA2013	RP5-1077B9.1,MGC33867
CYB5R2	B5R.2
TNNC1	TNNC,TN-C,CMD1Z,CMH13,TNC
PLOD1	LH1,PLOD,LLH,EDSKCL1,EDS6,LH
RPL12P15	RPL12_1_272
KRT224P	--
KRT24	Cytokeratin-24,MGC138169,MGC138173,FLJ20261,CK-24,KA24,K24,Keratin-24
NPM1P32	--
NIFK	HNIFK,MKI67IP,Nopp34,NOPP34
NISCH	IRAS,I-1,KIAA0975,HIRAS,IR1,I1R
KRT223P	--
KRT25	KRT25A,Cytokeratin-25,Keratin-25A,CK-25,K25A,K25,Keratin-25,KRT24IRS1,ARWH3
KRT26	KRT25B,Cytokeratin-26,Keratin-25B,K25B,K26,Keratin-26,K25IRS2,CK-26,CK26
TSN	BCLF-1,REHF-1,TRSLN,C3PO,RCHF1,TBRBP
KRT27	KRT25C,Cytokeratin-27,Keratin-25C,CK-27,K25C,K27,Keratin-27,K25IRS3
KRT28	KRT25D,Cytokeratin-28,Keratin-25D,CK-28,K25D,K28,Keratin-28,K25IRS4
LINC01823	NONHSAG029139.2,HSALNG0018463,LINC01823
KRT10	K10,CK10,KPP,CK-10,Cytokeratin-10,Keratin-10,BCIE,BIE,EHK
OR10AB1P	--
OR5P4P	OST730
OR5P1P	PJCG1
BUD13	FSAP71,Cwc26,MGC13125
RDH16	SDR9C8,RODH-4,HRDH-E,RoDH-4,RODH4
TMEM99	MGC21518,TMEM99,HSALNG0116399
DNAJC14	DRIP78,HDJ3,DNAJ,LIP6,FLJ32792,HDj-3
DNAH1	DNAHC1,HDHC7,XLHSRF-1,HL-11,HL11,HSRF-1,KIAA1410,CILD37,SPGF18,DHC7
ACVR2A	ACTRII,ACVR2,ACTR-IIA,ACTRIIA
ZPR1	ZNF259,GKAF
ACTR6	ARP6,FLJ13433,HARPX,HSPC281,MSTP136,CDA12,HARP6,HArp6
MIIP	IIp45,FLJ12438,IIP45
MIR6729	Hsa-Mir-6729,MIMAT0027359,MIMAT0027360,MI0022574
RN7SL649P	--
RNU6-1275P	--
TNFRSF8	D1S166E,CD30,KI-1,Ki-1
ORC4	ORC4L,HsORC4,Orc4p,ORC4P
CLIP1	CLIP-170,CYLN1,CLIP170,CLIP,RSN,Restin
CSHL1	CSL,HCS-L,CSHP1,CS-5,MGC149868,Lactogen-Like,GHB4
APOA5	RAP3,APOA-V,Apo-AV,ApoA-V,APOAV
PTPN23	HD-PTP,KIAA1471,DKFZP564F0923,PTP-TD14,NEDBASS,HDPTP
GH1	GH-N,GH,Somatotropin,HGH-N,GHN,IGHD1A,IGHD1B,IGHD2,GHB5
RNU6-777P	--
RPL23AP89	--
APOA4	Apo-AIV,ApoA-IV
MIR7846	Hsa-Mir-7846,MIMAT0030421,MI0025516
MIR4632	Hsa-Mir-4632,Hsa-MiR-4632-3p,MIMAT0019688,MIMAT0022977,MI0017259
RBBP4	NURF55,Lin-53,RbAp48,RBAP48,RBBP-4
APOC3	Apo-CIII,ApoC-III,APOCIII
MBD5	KIAA1461,FLJ11113,MRD1
APOA1	Apo-AI,HPALP2,Apo(A),ApoA-I
CD79B	B29,IGB,Ig-Beta,AGM6
SCAP	KIAA0199
APOA1-AS	NONHSAG009706.2,HSALNG0087416
SIK3	QSK,KIAA0999,L19,FLJ12240,SIK-3,SEMDK
SCN4A	SkM1,Nav1.4,HYPP,HYKPP,CTC-264K15.6,Na(V)1.4,HOKPP2,CMS16,NAC1A
USP12P2	--
RPS29P8	RPS29_5_283
RGPD5	RGP5,BS-63,DKFZp686I1842,RanBP2L1,RANBP2L1,RANBP2L2,RanBP2L2,HEL161,RGPD7,BS63,RGP7,RGP6
PRR29-AS1	NONHSAG022485.2,HSALNG0118060,PRR29-AS1
PRR29	C17orf72,DKFZp761M2312,FLJ11724
SYNC	SYNCOILIN,SYNC1,Syncoilin-1,Syncoilin
ST8SIA1	SIAT8A,SIAT8,SIAT8-A,ST8SiaI,GD3S
ELP6	C3orf75,TMEM103,FLJ20211,ATP1
KIAA1522	--
ICAM2	CD102,ICAM-2
ZNF140	PHZ-39
S100PBP	S100PBPR,FLJ12903
LIMS3	PINCH-3,LIMS3L,PINCH3,LIMS4
ERN1	IRE1,IRE1P,Ire1-Alpha,HIRE1p,IRE1a
BOLA2P2	--
RN7SL870P	--
CSPG5	NGC,CALEB
CLEC2B	AICL,HP10085,CLECSF2,IFNRG1
FNDC5	FRCP2,Irisin
NUAK1	ARK5,KIAA0537,OMPHK1
GPAA1P1	--
HIGD2AP2	--
SNHG25	NONHSAG022495.2,HSALNG0118080,SNHG25
HPCA	BDR2,DYT2
ZBTB45P1	--
SNORD104	U104,SNODB1059,SNORD104,RF00289,SNODB34
SHOX2	OG12X,SHOT,OG12
LINC01123	NONHSAG028908.2,HSALNG0017805,LINC01123
SNORA50C	SNORA76,ACA62,SNORA76C,SNODB1257,RF00598
TBC1D15	DKFZp761D0223,FLJ12085,RAB7-GAP,Rab7-GAP
RNY4P6	--
TEX2	TMEM96,KIAA1738,HT008
OR56A3	OR56A3P,OR56A6,OR56A2P
TMEM54	CAC-1,BCLP,CAC1
OR51M1	HOR5'Beta7,OR11-40
MIR4267	Hsa-Mir-4267,MIMAT0016893,MI0015871
MALL	BENE
OR51I2	HOR5'Beta12,OR11-38
BSCL2	Seipin,GNG3LG,SPG17,HMN5C,HMN5,PELD
MIR4436B1	Hsa-Mir-4436b,MIR4436B,Hsa-Mir-4436b-1,MIMAT0019940,MIMAT0019941,MI0017425
ACTR1AP1	--
MLF1	--
CLCC1	MCLC,KIAA0761,RP32
MALLP1	--
MIR4436B2	Hsa-Mir-4436b-2,MIMAT0019941,MIMAT0019940,MI0019110
LINC01106	FLJ38359,NONHSAG028908.2,NONHSAG028918.2,HSALNG0017834,HSALNG0017805,LINC01106
ZBTB45P2	--
GPAA1P2	--
UFC1	HSPC155,NEDSG
NPHP1	JBTS4,SLSN1,NPH1,Nephrocystin-1
OR52K2	OR11-7
OR52K1	OR11-8
OR52M2P	OR52M4
OR1S2	OR11-231
USP21	USP16,USP23
CCDC87	FLJ10786
CCS	--
H1-7	HANP1,H1FNT,H1T2,H1.7
ZDHHC17	HIP14,HYPH,KIAA0946,DHHC17,HIP3,DHHC-17,HSPC294,HIP-14,HIP-3
RNU4-39P	--
RBM14	SIP,SYTIP1,COAA,DKFZp779J0927,PSP2,TMEM137
MTAPP1	--
PPOX	PPO,VP,V290M
RSRC1	SRrp53,BM-011,SFRS21,MGC12197,SRRP53,MRT70
RBM14-RBM4	RBM14,COAZ,PSP2,SIP
RBM4	RBM4A,ZCCHC21,ZCRB3A,LARK,HLark
HOXC5	HOX3D,HOX3,CP11
SIRT4	SIR2L4
RBM4B	ZCCHC21B,ZCCHC15,ZCRB3B,RBM4L,RBM30,MGC10871
OR2AP1	OR2AP1P
OR6C2	OR6C67,HSA3
CLEC4A	DCIR,CLECSF6,DDB27,CD367,HDCIR,LLIR,HDCGC13P
RN7SL12P	--
C1QBPP2	--
FTLP6	--
B4GALT3	Beta4Gal-T3,B4Gal-T3
RNU6-874P	--
ZNF123P	HZF-1,ZNF123
ARHGAP32	GC-GAP,GRIT,RICS,KIAA0712,P200RhoGAP,MGC1892,P250GAP,PX-RICS
NPHP3	KIAA2000,CFAP31,SLSN3,NPH3,MKS7,Nephrocystin-3,FLJ30691,FLJ36696,RHPD1,RHPD
SLC16A3	MCT4,MCT3,MCT-3,MCT-4
PHLDA1	TDAG51,PHRIP,DT1P1B11
GLT8D2	FLJ31494,GALA4A
ADAMTS4	ADMP-1,KIAA0688,ADAMTS-2,Aggrecanase-1,ADAMTS-4,ADAM-TS4
LINC01940	NONHSAG030956.2,HSALNG0023475,LINC01940
MIR4440	Hsa-Mir-4440,MIMAT0018958,MI0016783,Mir-4440
MIR4441	Hsa-Mir-4441,MIMAT0018959,MI0016784
MIR4269	Hsa-Mir-4269,MIMAT0016897,MI0015875
MIR2467	Hsa-Mir-2467,Hsa-MiR-2467-5p,MIMAT0019953,MIMAT0019952,MI0017432,Mir-2467
HDAC4-AS1	HSALNG0023501,Lnc-TWIST2-14
LIN7A	MALS-1,TIP-33,VELI1,LIN-7A,MALS1,Lin-7A,HLin-7,Veli-1,LIN7
FCER1G	FcRgamma,FCRG
HDAC4	HD4,KIAA0288,HDAC-A,HA6116,HDAC-4,HDACA,BDMR,AHO3
APOA2	Apo-AII,ApoA-II,ApoAII
C12orf71	LOC728858
DHX30	KIAA0890,DDX30,FLJ11214,NEDMIAL,RETCOR
FIGNL2	--
MPP2	DLG2,DKFZp761D0712
PXN	--
TOMM40L	TOMM40B,FLJ12770
ANO5	GDD1,TMEM16E,Anoctamin-5,LGMD2L,LGMDR12
MIR5187	Hsa-Mir-5187,Hsa-MiR-5187-5p,MIMAT0021118,MIMAT0021117,MI0018166,Mir-5187
NR1I3	CAR,MB67,CAR1
MIR1226	Hsa-Mir-1226,Hsa-MiR-1226-3p,Hsa-MiR-1226-5p,MIRN1226,MIMAT0005576,MIMAT0005577,MI0006313,Mir-1226,RF00945
VPS26BP1	--
RN7SL664P	--
CDC25A	CDC25A2
LCLAT1	ALCAT1,AGPAT8,LYCAT,FLJ37965,HSRG1849,1AGPAT8,UNQ1849
SNRPFP4	--
RNU7-128P	--
KLRC2	NKG2-C,CD159c,NKG2C
NDUFB1P1	Bcm3095,NDUFB1P
MIR4443	Hsa-Mir-4443,Hsa-MiR-4443,MIMAT0018961,MI0016786,Mir-4443
CAMP	FALL39,CAP18,FALL-39,LL37,CAP-18,HCAP-18,CRAMP,HSD26
OR52M1	OR52M1P,OR11-11,OR52M3P
C11orf40	NOV1
OR5M13P	--
OR5M1	OST050,OR11-208
ZNF589	SZF1
OR5AM1P	--
OR5M12P	--
OR5AP1P	--
OR51F2	OR11-23
OR51F1	OR51F1P,OR11-21
OR1S1	OST034,OR11-232
OR8B3	OR11-311
OR8B2	OR11-309,OR11-310
OR10A2	OR10A2P,OST363,OR11-82,OR11-86,HP4
OR5A1	OST181,OR5A1P,OR11-249
MRPS18AP1	--
OR51G2	OR11-28
ZNF891	HCG1646157
OR51A7	OR11-27
OR52E4	OR11-55
NME6	IPIA-ALPHA,NM23-H6,IPIA-Alpha,Nm23-H6
LMBR1L	KIAA1174,FLJ10494,LIMR
ART2BP	--
ART2P	ART1P,RT6
LINC01537	RP11-169D4.1-001,NONHSAG008986.2,HSALNG0141635,LINC01537
PDE2A-AS2	NONHSAG008988.2
KCNJ11	BIR,Kir6.2,IKATP,KIR6.2,MODY13,PNDM2,TNDM3,HHF2,PHHI
OR4C6	OR11-138
OR6A2	OR11-55,OR6A2P,OR6A1,I7
OR51D1	OR51D1Q,OR11-14
OR51E1	OR51E1P,OR52A3P,GPR136,GPR164,D-GPCR,PSGR2,POGR,DGPCR
FAM215A	APR-2,LINC00530,C17orf88,HSALNG0141608,FAM215A,APR2
OR2AG2	OR2AG2P,OR11-76
OR10S1	OR11-279
OR10G8	OR11-274,OR11-282
LINC01976	HSALNG0116693,LINC01976
PPY	PNP,PP,Obinepitide
AIP	XAP2,FKBP16,FKBP37,ARA9,XAP-2,SMTPHN,PITA1
WDSUB1	WDSAM1,UBOX6,FLJ36175
OR51A4	--
PYY	PYY1,Prepro-PYY,PYY-I
DHCR7	SLOS,D7SR
FCF1P2	--
SPINK8	--
NAGS	AGAS,ARGA,NAT7
MIR2115	Hsa-Mir-2115,Hsa-MiR-2115-5p,MIMAT0011159,MIMAT0011158,MI0010634
FBXW12	FBXO35,FBXO12,Fbw12,FBW12
EHBP1	NACSIN,KIAA0903,HPC12
TMEM101	FLJ23987,MGC4251
RN7SL321P	--
RILPL2	FLJ30380,FLJ32372,MGC7036,RLP2
ATRIP	FLJ12343,MGC20625,MGC21482,MGC26740,AGS1
LSM12	FLJ30656,PNAS-135
RPL6	TAXREB107,TXREB1,L6,TaxREB107,SHUJUN-2
G6PC3	UGRP,G6Pase-Beta,SCN4
NADSYN1	FLJ10631,VCRL3
RNU6-131P	--
HROB	C17orf53,MCM8IP,MGC3130
CCNYL1	FLJ40432
ASB16	FLJ30165,ASB-16
ASB16-AS1	C17orf65,DKFZp762C2414,NONHSAG021910.2,NONHSAG021911.2,HSALNG0116707,Lnc-ATXN7L3-3,HSALNG0116708,CTB-175E5.4,ASB16-AS1
PLEKHA5	PEPP2,KIAA1686,FLJ10667,PEPP-2
PRKAR2A	PRKAR2,PKR2
SCN7A	Nav2.1,Nav2.2,SCN6A,NaG
